Country,ISO3 Code,Date,Price (EUR/MWhe)
Luxembourg,LUX,16/07/2022,163.64
Montenegro,MNE,16/07/2022,106.38
Netherlands,NLD,16/07/2022,167.16
North Macedonia,MKD,16/07/2022,104
Norway,NOR,16/07/2022,77.61
Poland,POL,16/07/2022,150.95
Portugal,PRT,16/07/2022,132.56
Romania,ROU,16/07/2022,268.28
Serbia,SRB,16/07/2022,320.35
Slovakia,SVK,16/07/2022,245.77
Slovenia,SVN,16/07/2022,296.51
Spain,ESP,16/07/2022,131.71
Sweden,SWE,16/07/2022,9.43
Switzerland,CHE,16/07/2022,338.99
United Kingdom,GBR,16/07/2022,238.6
Austria,AUT,17/07/2022,258.1
Belgium,BEL,17/07/2022,222.45
Bulgaria,BGR,17/07/2022,230.6
Croatia,HRV,17/07/2022,240.81
Czechia,CZE,17/07/2022,211.5
Denmark,DNK,17/07/2022,226.41
Estonia,EST,17/07/2022,140.85
Finland,FIN,17/07/2022,140.85
France,FRA,17/07/2022,247.69
Germany,DEU,17/07/2022,233.06
Greece,GRC,17/07/2022,306.82
Hungary,HUN,17/07/2022,232.18
Ireland,IRL,17/07/2022,233.88
Italy,ITA,17/07/2022,360.88
Latvia,LVA,17/07/2022,142.8
Lithuania,LTU,17/07/2022,142.8
Luxembourg,LUX,17/07/2022,233.06
Montenegro,MNE,17/07/2022,106.38
Netherlands,NLD,17/07/2022,222.88
North Macedonia,MKD,17/07/2022,104
Norway,NOR,17/07/2022,111.18
Poland,POL,17/07/2022,141.64
Portugal,PRT,17/07/2022,108.53
Romania,ROU,17/07/2022,230.6
Serbia,SRB,17/07/2022,276.09
Slovakia,SVK,17/07/2022,224.18
Slovenia,SVN,17/07/2022,243.19
Spain,ESP,17/07/2022,104.21
Sweden,SWE,17/07/2022,12.39
Switzerland,CHE,17/07/2022,247.14
United Kingdom,GBR,17/07/2022,214.85
Austria,AUT,18/07/2022,435.88
Belgium,BEL,18/07/2022,410.42
Bulgaria,BGR,18/07/2022,351.24
Croatia,HRV,18/07/2022,442.11
Czechia,CZE,18/07/2022,392.26
Denmark,DNK,18/07/2022,373.45
Estonia,EST,18/07/2022,246.58
Finland,FIN,18/07/2022,246.58
France,FRA,18/07/2022,488.22
Germany,DEU,18/07/2022,404.13
Greece,GRC,18/07/2022,353.97
Hungary,HUN,18/07/2022,428.59
Ireland,IRL,18/07/2022,223.47
Italy,ITA,18/07/2022,462.8
Latvia,LVA,18/07/2022,290.97
Lithuania,LTU,18/07/2022,290.97
Luxembourg,LUX,18/07/2022,404.13
Montenegro,MNE,18/07/2022,106.38
Netherlands,NLD,18/07/2022,379.59
North Macedonia,MKD,18/07/2022,104
Norway,NOR,18/07/2022,143.88
Poland,POL,18/07/2022,279.15
Portugal,PRT,18/07/2022,116.86
Romania,ROU,18/07/2022,418.5
Serbia,SRB,18/07/2022,428.64
Slovakia,SVK,18/07/2022,416.53
Slovenia,SVN,18/07/2022,451.4
Spain,ESP,18/07/2022,116.86
Sweden,SWE,18/07/2022,83.4
Switzerland,CHE,18/07/2022,423.24
United Kingdom,GBR,18/07/2022,393.72
Austria,AUT,19/07/2022,446.21
Belgium,BEL,19/07/2022,343.82
Bulgaria,BGR,19/07/2022,290.52
Croatia,HRV,19/07/2022,453.53
Czechia,CZE,19/07/2022,378.12
Denmark,DNK,19/07/2022,383.27
Estonia,EST,19/07/2022,199.44
Finland,FIN,19/07/2022,192.64
France,FRA,19/07/2022,522.3
Germany,DEU,19/07/2022,392.54
Greece,GRC,19/07/2022,290.52
Hungary,HUN,19/07/2022,456.57
Ireland,IRL,19/07/2022,313.22
Italy,ITA,19/07/2022,496.28
Latvia,LVA,19/07/2022,271.74
Lithuania,LTU,19/07/2022,271.74
Luxembourg,LUX,19/07/2022,392.54
Montenegro,MNE,19/07/2022,106.38
Netherlands,NLD,19/07/2022,352.72
North Macedonia,MKD,19/07/2022,104
Norway,NOR,19/07/2022,143.42
Poland,POL,19/07/2022,228.38
Portugal,PRT,19/07/2022,143.25
Romania,ROU,19/07/2022,462.63
Serbia,SRB,19/07/2022,445.91
Slovakia,SVK,19/07/2022,458.15
Slovenia,SVN,19/07/2022,449.88
Spain,ESP,19/07/2022,143.25
Sweden,SWE,19/07/2022,111.19
Switzerland,CHE,19/07/2022,428.09
United Kingdom,GBR,19/07/2022,285.94
Austria,AUT,20/07/2022,420.38
Belgium,BEL,20/07/2022,344.01
Bulgaria,BGR,20/07/2022,270.6
Croatia,HRV,20/07/2022,446.97
Czechia,CZE,20/07/2022,323.38
Denmark,DNK,20/07/2022,245.14
Estonia,EST,20/07/2022,183.3
Finland,FIN,20/07/2022,175.23
France,FRA,20/07/2022,593.22
Germany,DEU,20/07/2022,336.56
Greece,GRC,20/07/2022,270.6
Hungary,HUN,20/07/2022,440.67
Ireland,IRL,20/07/2022,225.81
Italy,ITA,20/07/2022,542.63
Latvia,LVA,20/07/2022,242.21
Lithuania,LTU,20/07/2022,242.21
Luxembourg,LUX,20/07/2022,336.56
Montenegro,MNE,20/07/2022,106.38
Netherlands,NLD,20/07/2022,325.71
North Macedonia,MKD,20/07/2022,104
Norway,NOR,20/07/2022,133.95
Poland,POL,20/07/2022,227.03
Portugal,PRT,20/07/2022,146.53
Romania,ROU,20/07/2022,452.74
Serbia,SRB,20/07/2022,469.47
Slovakia,SVK,20/07/2022,432.95
Slovenia,SVN,20/07/2022,444.83
Spain,ESP,20/07/2022,146.53
Sweden,SWE,20/07/2022,69.56
Switzerland,CHE,20/07/2022,442.08
United Kingdom,GBR,20/07/2022,290.62
Austria,AUT,21/07/2022,445.37
Belgium,BEL,21/07/2022,350.02
Bulgaria,BGR,21/07/2022,336.47
Croatia,HRV,21/07/2022,451.97
Czechia,CZE,21/07/2022,408.71
Denmark,DNK,21/07/2022,364.65
Estonia,EST,21/07/2022,265.63
Finland,FIN,21/07/2022,191.37
France,FRA,21/07/2022,551.59
Germany,DEU,21/07/2022,396.73
Greece,GRC,21/07/2022,336.47
Hungary,HUN,21/07/2022,470.71
Ireland,IRL,21/07/2022,230.32
Italy,ITA,21/07/2022,543.76
Latvia,LVA,21/07/2022,453.84
Lithuania,LTU,21/07/2022,453.84
Luxembourg,LUX,21/07/2022,396.73
Montenegro,MNE,21/07/2022,106.38
Netherlands,NLD,21/07/2022,356.36
North Macedonia,MKD,21/07/2022,104
Norway,NOR,21/07/2022,159.27
Poland,POL,21/07/2022,236.66
Portugal,PRT,21/07/2022,140.93
Romania,ROU,21/07/2022,384.85
Serbia,SRB,21/07/2022,471.25
Slovakia,SVK,21/07/2022,464.82
Slovenia,SVN,21/07/2022,463.89
Spain,ESP,21/07/2022,139.21
Sweden,SWE,21/07/2022,161.42
Switzerland,CHE,21/07/2022,432.99
United Kingdom,GBR,21/07/2022,340.58
Austria,AUT,22/07/2022,438.2
Belgium,BEL,22/07/2022,342.76
Bulgaria,BGR,22/07/2022,428.3
Croatia,HRV,22/07/2022,464.62
Czechia,CZE,22/07/2022,399.35
Denmark,DNK,22/07/2022,309.4
Estonia,EST,22/07/2022,254.59
Finland,FIN,22/07/2022,206.36
France,FRA,22/07/2022,491.39
Germany,DEU,22/07/2022,382.09
Greece,GRC,22/07/2022,428.3
Hungary,HUN,22/07/2022,463.68
Ireland,IRL,22/07/2022,324.84
Italy,ITA,22/07/2022,527.77
Latvia,LVA,22/07/2022,376.66
Lithuania,LTU,22/07/2022,376.66
Luxembourg,LUX,22/07/2022,382.09
Montenegro,MNE,22/07/2022,106.38
Netherlands,NLD,22/07/2022,334.34
North Macedonia,MKD,22/07/2022,104
Norway,NOR,22/07/2022,147.23
Poland,POL,22/07/2022,331.52
Portugal,PRT,22/07/2022,134.29
Romania,ROU,22/07/2022,445.13
Serbia,SRB,22/07/2022,442.56
Slovakia,SVK,22/07/2022,459.73
Slovenia,SVN,22/07/2022,472.95
Spain,ESP,22/07/2022,134.29
Sweden,SWE,22/07/2022,113.63
Switzerland,CHE,22/07/2022,415.06
United Kingdom,GBR,22/07/2022,336.24
Austria,AUT,23/07/2022,357.37
Belgium,BEL,23/07/2022,324.08
Bulgaria,BGR,23/07/2022,344.13
Croatia,HRV,23/07/2022,364.78
Czechia,CZE,23/07/2022,344.62
Denmark,DNK,23/07/2022,292.77
Estonia,EST,23/07/2022,199.3
Finland,FIN,23/07/2022,127.59
France,FRA,23/07/2022,349.78
Germany,DEU,23/07/2022,320.49
Greece,GRC,23/07/2022,344.13
Hungary,HUN,23/07/2022,361.25
Ireland,IRL,23/07/2022,304.53
Italy,ITA,23/07/2022,449.26
Latvia,LVA,23/07/2022,338.02
Lithuania,LTU,23/07/2022,338.02
Luxembourg,LUX,23/07/2022,320.49
Montenegro,MNE,23/07/2022,106.38
Netherlands,NLD,23/07/2022,311.85
North Macedonia,MKD,23/07/2022,104
Norway,NOR,23/07/2022,142.77
Poland,POL,23/07/2022,282.16
Portugal,PRT,23/07/2022,157.29
Romania,ROU,23/07/2022,361.6
Serbia,SRB,23/07/2022,386.21
Slovakia,SVK,23/07/2022,357.44
Slovenia,SVN,23/07/2022,367.81
Spain,ESP,23/07/2022,157.08
Sweden,SWE,23/07/2022,102.69
Switzerland,CHE,23/07/2022,344.93
United Kingdom,GBR,23/07/2022,285.29
Austria,AUT,24/07/2022,315.99
Belgium,BEL,24/07/2022,232.36
Bulgaria,BGR,24/07/2022,308.58
Croatia,HRV,24/07/2022,312.71
Czechia,CZE,24/07/2022,279.45
Denmark,DNK,24/07/2022,241.84
Estonia,EST,24/07/2022,221.58
Finland,FIN,24/07/2022,169.26
France,FRA,24/07/2022,327.91
Germany,DEU,24/07/2022,255.05
Greece,GRC,24/07/2022,324.93
Hungary,HUN,24/07/2022,308.71
Ireland,IRL,24/07/2022,255.52
Italy,ITA,24/07/2022,360.35
Latvia,LVA,24/07/2022,265.58
Lithuania,LTU,24/07/2022,265.58
Luxembourg,LUX,24/07/2022,255.05
Montenegro,MNE,24/07/2022,106.38
Netherlands,NLD,24/07/2022,233.22
North Macedonia,MKD,24/07/2022,104
Norway,NOR,24/07/2022,120.57
Poland,POL,24/07/2022,168.98
Portugal,PRT,24/07/2022,142.35
Romania,ROU,24/07/2022,308.58
Serbia,SRB,24/07/2022,311.05
Slovakia,SVK,24/07/2022,301.32
Slovenia,SVN,24/07/2022,315.93
Spain,ESP,24/07/2022,138.05
Sweden,SWE,24/07/2022,62.38
Switzerland,CHE,24/07/2022,323.08
United Kingdom,GBR,24/07/2022,259.99
Austria,AUT,25/07/2022,394.97
Belgium,BEL,25/07/2022,291.66
Bulgaria,BGR,25/07/2022,466.36
Croatia,HRV,25/07/2022,487.53
Czechia,CZE,25/07/2022,363.25
Denmark,DNK,25/07/2022,244.31
Estonia,EST,25/07/2022,184.28
Finland,FIN,25/07/2022,145.01
France,FRA,25/07/2022,379.29
Germany,DEU,25/07/2022,324.14
Greece,GRC,25/07/2022,467.71
Hungary,HUN,25/07/2022,515.58
Ireland,IRL,25/07/2022,265.97
Italy,ITA,25/07/2022,529.77
Latvia,LVA,25/07/2022,255.87
Lithuania,LTU,25/07/2022,255.87
Luxembourg,LUX,25/07/2022,324.14
Montenegro,MNE,25/07/2022,106.38
Netherlands,NLD,25/07/2022,287.8
North Macedonia,MKD,25/07/2022,104
Norway,NOR,25/07/2022,132.5
Poland,POL,25/07/2022,185.13
Portugal,PRT,25/07/2022,154.6
Romania,ROU,25/07/2022,533.82
Serbia,SRB,25/07/2022,463.06
Slovakia,SVK,25/07/2022,525.18
Slovenia,SVN,25/07/2022,471.13
Spain,ESP,25/07/2022,154.6
Sweden,SWE,25/07/2022,10.83
Switzerland,CHE,25/07/2022,398.85
United Kingdom,GBR,25/07/2022,269.66
Austria,AUT,26/07/2022,434.56
Belgium,BEL,26/07/2022,334.83
Bulgaria,BGR,26/07/2022,433.86
Croatia,HRV,26/07/2022,491.56
Czechia,CZE,26/07/2022,387.78
Denmark,DNK,26/07/2022,129.21
Estonia,EST,26/07/2022,207.65
Finland,FIN,26/07/2022,6.98
France,FRA,26/07/2022,535.61
Germany,DEU,26/07/2022,322.41
Greece,GRC,26/07/2022,453.22
Hungary,HUN,26/07/2022,501.78
Ireland,IRL,26/07/2022,269.71
Italy,ITA,26/07/2022,523.79
Latvia,LVA,26/07/2022,392.29
Lithuania,LTU,26/07/2022,392.29
Luxembourg,LUX,26/07/2022,322.41
Montenegro,MNE,26/07/2022,106.38
Netherlands,NLD,26/07/2022,320.22
North Macedonia,MKD,26/07/2022,104
Norway,NOR,26/07/2022,110.68
Poland,POL,26/07/2022,266.92
Portugal,PRT,26/07/2022,146.27
Romania,ROU,26/07/2022,512.49
Serbia,SRB,26/07/2022,516.75
Slovakia,SVK,26/07/2022,502.05
Slovenia,SVN,26/07/2022,484.94
Spain,ESP,26/07/2022,145.89
Sweden,SWE,26/07/2022,6.98
Switzerland,CHE,26/07/2022,439.78
United Kingdom,GBR,26/07/2022,304.32
Austria,AUT,27/07/2022,463.31
Belgium,BEL,27/07/2022,386.31
Bulgaria,BGR,27/07/2022,469.06
Croatia,HRV,27/07/2022,498.28
Czechia,CZE,27/07/2022,427.4
Denmark,DNK,27/07/2022,225.24
Estonia,EST,27/07/2022,175.01
Finland,FIN,27/07/2022,83.28
France,FRA,27/07/2022,529
Germany,DEU,27/07/2022,415.04
Greece,GRC,27/07/2022,478.43
Hungary,HUN,27/07/2022,509.64
Ireland,IRL,27/07/2022,308.61
Italy,ITA,27/07/2022,531.3
Latvia,LVA,27/07/2022,262.43
Lithuania,LTU,27/07/2022,262.43
Luxembourg,LUX,27/07/2022,415.04
Montenegro,MNE,27/07/2022,106.38
Netherlands,NLD,27/07/2022,379.78
North Macedonia,MKD,27/07/2022,104
Norway,NOR,27/07/2022,140.37
Poland,POL,27/07/2022,234.66
Portugal,PRT,27/07/2022,151.26
Romania,ROU,27/07/2022,519.03
Serbia,SRB,27/07/2022,500.47
Slovakia,SVK,27/07/2022,507.12
Slovenia,SVN,27/07/2022,490.39
Spain,ESP,27/07/2022,151.26
Sweden,SWE,27/07/2022,65.73
Switzerland,CHE,27/07/2022,470.73
United Kingdom,GBR,27/07/2022,369.95
Austria,AUT,28/07/2022,508.17
Belgium,BEL,28/07/2022,403.77
Bulgaria,BGR,28/07/2022,359.83
Croatia,HRV,28/07/2022,512.62
Czechia,CZE,28/07/2022,482.11
Denmark,DNK,28/07/2022,457.9
Estonia,EST,28/07/2022,355.59
Finland,FIN,28/07/2022,177.09
France,FRA,28/07/2022,537.98
Germany,DEU,28/07/2022,488.89
Greece,GRC,28/07/2022,359.84
Hungary,HUN,28/07/2022,512.78
Ireland,IRL,28/07/2022,335.71
Italy,ITA,28/07/2022,562.28
Latvia,LVA,28/07/2022,427.16
Lithuania,LTU,28/07/2022,427.16
Luxembourg,LUX,28/07/2022,488.89
Montenegro,MNE,28/07/2022,106.38
Netherlands,NLD,28/07/2022,419.7
North Macedonia,MKD,28/07/2022,104
Norway,NOR,28/07/2022,186.56
Poland,POL,28/07/2022,273.59
Portugal,PRT,28/07/2022,167.99
Romania,ROU,28/07/2022,512.54
Serbia,SRB,28/07/2022,538.52
Slovakia,SVK,28/07/2022,511.72
Slovenia,SVN,28/07/2022,512.85
Spain,ESP,28/07/2022,167.99
Sweden,SWE,28/07/2022,122.63
Switzerland,CHE,28/07/2022,519.65
United Kingdom,GBR,28/07/2022,386.63
Austria,AUT,29/07/2022,486.29
Belgium,BEL,29/07/2022,394.05
Bulgaria,BGR,29/07/2022,383.13
Croatia,HRV,29/07/2022,489.79
Czechia,CZE,29/07/2022,454.74
Denmark,DNK,29/07/2022,436.24
Estonia,EST,29/07/2022,243.83
Finland,FIN,29/07/2022,168.59
France,FRA,29/07/2022,495.8
Germany,DEU,29/07/2022,449.87
Greece,GRC,29/07/2022,383.13
Hungary,HUN,29/07/2022,501.85
Ireland,IRL,29/07/2022,370.43
Italy,ITA,29/07/2022,515.65
Latvia,LVA,29/07/2022,373.39
Lithuania,LTU,29/07/2022,373.39
Luxembourg,LUX,29/07/2022,449.87
Montenegro,MNE,29/07/2022,106.38
Netherlands,NLD,29/07/2022,402.35
North Macedonia,MKD,29/07/2022,104
Norway,NOR,29/07/2022,188.41
Poland,POL,29/07/2022,257.88
Portugal,PRT,29/07/2022,141.85
Romania,ROU,29/07/2022,494.62
Serbia,SRB,29/07/2022,497.44
Slovakia,SVK,29/07/2022,503.3
Slovenia,SVN,29/07/2022,486.4
Spain,ESP,29/07/2022,141.85
Sweden,SWE,29/07/2022,139.49
Switzerland,CHE,29/07/2022,482.41
United Kingdom,GBR,29/07/2022,379.36
Austria,AUT,30/07/2022,400.88
Belgium,BEL,30/07/2022,370.18
Bulgaria,BGR,30/07/2022,328.65
Croatia,HRV,30/07/2022,402.26
Czechia,CZE,30/07/2022,389.58
Denmark,DNK,30/07/2022,364.03
Estonia,EST,30/07/2022,311.79
Finland,FIN,30/07/2022,128.2
France,FRA,30/07/2022,393.09
Germany,DEU,30/07/2022,367.64
Greece,GRC,30/07/2022,336.87
Hungary,HUN,30/07/2022,403.84
Ireland,IRL,30/07/2022,340.94
Italy,ITA,30/07/2022,436.09
Latvia,LVA,30/07/2022,376.96
Lithuania,LTU,30/07/2022,376.96
Luxembourg,LUX,30/07/2022,367.64
Montenegro,MNE,30/07/2022,106.38
Netherlands,NLD,30/07/2022,364.35
North Macedonia,MKD,30/07/2022,104
Norway,NOR,30/07/2022,175.05
Poland,POL,30/07/2022,247.98
Portugal,PRT,30/07/2022,126.55
Romania,ROU,30/07/2022,404.6
Serbia,SRB,30/07/2022,399.53
Slovakia,SVK,30/07/2022,402.5
Slovenia,SVN,30/07/2022,402.26
Spain,ESP,30/07/2022,126.55
Sweden,SWE,30/07/2022,79.78
Switzerland,CHE,30/07/2022,395.14
United Kingdom,GBR,30/07/2022,320.08
Austria,AUT,31/07/2022,331.34
Belgium,BEL,31/07/2022,316.12
Bulgaria,BGR,31/07/2022,275.23
Croatia,HRV,31/07/2022,316.83
Czechia,CZE,31/07/2022,317.09
Denmark,DNK,31/07/2022,318.03
Estonia,EST,31/07/2022,291.61
Finland,FIN,31/07/2022,144.84
France,FRA,31/07/2022,319.78
Germany,DEU,31/07/2022,318.82
Greece,GRC,31/07/2022,280.68
Hungary,HUN,31/07/2022,316.36
Ireland,IRL,31/07/2022,324.2
Italy,ITA,31/07/2022,382.63
Latvia,LVA,31/07/2022,304.22
Lithuania,LTU,31/07/2022,304.22
Luxembourg,LUX,31/07/2022,318.82
Montenegro,MNE,31/07/2022,106.38
Netherlands,NLD,31/07/2022,317.14
North Macedonia,MKD,31/07/2022,104
Norway,NOR,31/07/2022,161.31
Poland,POL,31/07/2022,151.83
Portugal,PRT,31/07/2022,117.2
Romania,ROU,31/07/2022,316.36
Serbia,SRB,31/07/2022,335.69
Slovakia,SVK,31/07/2022,316.03
Slovenia,SVN,31/07/2022,316.97
Spain,ESP,31/07/2022,116.16
Sweden,SWE,31/07/2022,57.64
Switzerland,CHE,31/07/2022,345.25
United Kingdom,GBR,31/07/2022,304.65
Austria,AUT,01/08/2022,446.39
Belgium,BEL,01/08/2022,404.11
Bulgaria,BGR,01/08/2022,421.19
Croatia,HRV,01/08/2022,434.64
Czechia,CZE,01/08/2022,431.58
Denmark,DNK,01/08/2022,373.57
Estonia,EST,01/08/2022,406.24
Finland,FIN,01/08/2022,283.2
France,FRA,01/08/2022,459.03
Germany,DEU,01/08/2022,439.57
Greece,GRC,01/08/2022,421.72
Hungary,HUN,01/08/2022,434.45
Ireland,IRL,01/08/2022,297.01
Italy,ITA,01/08/2022,465.56
Latvia,LVA,01/08/2022,406.24
Lithuania,LTU,01/08/2022,406.24
Luxembourg,LUX,01/08/2022,439.57
Montenegro,MNE,01/08/2022,106.38
Netherlands,NLD,01/08/2022,408.58
North Macedonia,MKD,01/08/2022,104
Norway,NOR,01/08/2022,179.48
Poland,POL,01/08/2022,239.13
Portugal,PRT,01/08/2022,148.59
Romania,ROU,01/08/2022,434.69
Serbia,SRB,01/08/2022,443.03
Slovakia,SVK,01/08/2022,434.38
Slovenia,SVN,01/08/2022,434.72
Spain,ESP,01/08/2022,147.33
Sweden,SWE,01/08/2022,100.61
Switzerland,CHE,01/08/2022,452.79
United Kingdom,GBR,01/08/2022,349.33
Austria,AUT,02/08/2022,449.09
Belgium,BEL,02/08/2022,292.78
Bulgaria,BGR,02/08/2022,398.46
Croatia,HRV,02/08/2022,440.5
Czechia,CZE,02/08/2022,413.09
Denmark,DNK,02/08/2022,299.02
Estonia,EST,02/08/2022,379.18
Finland,FIN,02/08/2022,183.95
France,FRA,02/08/2022,475.45
Germany,DEU,02/08/2022,398.6
Greece,GRC,02/08/2022,401.18
Hungary,HUN,02/08/2022,442.64
Ireland,IRL,02/08/2022,272.6
Italy,ITA,02/08/2022,485.06
Latvia,LVA,02/08/2022,408.45
Lithuania,LTU,02/08/2022,408.45
Luxembourg,LUX,02/08/2022,398.6
Montenegro,MNE,02/08/2022,106.38
Netherlands,NLD,02/08/2022,326.17
North Macedonia,MKD,02/08/2022,104
Norway,NOR,02/08/2022,167.19
Poland,POL,02/08/2022,237.35
Portugal,PRT,02/08/2022,152.23
Romania,ROU,02/08/2022,442.45
Serbia,SRB,02/08/2022,443.84
Slovakia,SVK,02/08/2022,440.52
Slovenia,SVN,02/08/2022,440.68
Spain,ESP,02/08/2022,152.23
Sweden,SWE,02/08/2022,50.29
Switzerland,CHE,02/08/2022,448.03
United Kingdom,GBR,02/08/2022,274.57
Austria,AUT,03/08/2022,438.49
Belgium,BEL,03/08/2022,338.02
Bulgaria,BGR,03/08/2022,391.75
Croatia,HRV,03/08/2022,426.81
Czechia,CZE,03/08/2022,406.37
Denmark,DNK,03/08/2022,305.84
Estonia,EST,03/08/2022,379
Finland,FIN,03/08/2022,10.16
France,FRA,03/08/2022,506.06
Germany,DEU,03/08/2022,395.78
Greece,GRC,03/08/2022,408.5
Hungary,HUN,03/08/2022,427.84
Ireland,IRL,03/08/2022,248.64
Italy,ITA,03/08/2022,517.1
Latvia,LVA,03/08/2022,445.46
Lithuania,LTU,03/08/2022,445.46
Luxembourg,LUX,03/08/2022,395.78
Montenegro,MNE,03/08/2022,106.38
Netherlands,NLD,03/08/2022,325.98
North Macedonia,MKD,03/08/2022,104
Norway,NOR,03/08/2022,167.92
Poland,POL,03/08/2022,183.68
Portugal,PRT,03/08/2022,147.86
Romania,ROU,03/08/2022,403.35
Serbia,SRB,03/08/2022,450.04
Slovakia,SVK,03/08/2022,428.4
Slovenia,SVN,03/08/2022,430.35
Spain,ESP,03/08/2022,147.86
Sweden,SWE,03/08/2022,4.42
Switzerland,CHE,03/08/2022,457.19
United Kingdom,GBR,03/08/2022,294.8
Austria,AUT,04/08/2022,433.81
Belgium,BEL,04/08/2022,390.84
Bulgaria,BGR,04/08/2022,380.03
Croatia,HRV,04/08/2022,413.24
Czechia,CZE,04/08/2022,409.52
Denmark,DNK,04/08/2022,358.08
Estonia,EST,04/08/2022,207.19
Finland,FIN,04/08/2022,7.55
France,FRA,04/08/2022,478.32
Germany,DEU,04/08/2022,412.58
Greece,GRC,04/08/2022,380.03
Hungary,HUN,04/08/2022,417.64
Ireland,IRL,04/08/2022,280.31
Italy,ITA,04/08/2022,538.6
Latvia,LVA,04/08/2022,448.2
Lithuania,LTU,04/08/2022,448.2
Luxembourg,LUX,04/08/2022,412.58
Montenegro,MNE,04/08/2022,106.38
Netherlands,NLD,04/08/2022,371.48
North Macedonia,MKD,04/08/2022,104
Norway,NOR,04/08/2022,179.74
Poland,POL,04/08/2022,159.66
Portugal,PRT,04/08/2022,145.24
Romania,ROU,04/08/2022,393.78
Serbia,SRB,04/08/2022,433.05
Slovakia,SVK,04/08/2022,416.85
Slovenia,SVN,04/08/2022,416.6
Spain,ESP,04/08/2022,145.24
Sweden,SWE,04/08/2022,7.55
Switzerland,CHE,04/08/2022,442.04
United Kingdom,GBR,04/08/2022,313.75
Austria,AUT,05/08/2022,410.86
Belgium,BEL,05/08/2022,369
Bulgaria,BGR,05/08/2022,367.51
Croatia,HRV,05/08/2022,422.22
Czechia,CZE,05/08/2022,381.25
Denmark,DNK,05/08/2022,348.77
Estonia,EST,05/08/2022,187.85
Finland,FIN,05/08/2022,51.72
France,FRA,05/08/2022,409.01
Germany,DEU,05/08/2022,381.97
Greece,GRC,05/08/2022,368.68
Hungary,HUN,05/08/2022,426.14
Ireland,IRL,05/08/2022,304.12
Italy,ITA,05/08/2022,539.53
Latvia,LVA,05/08/2022,367.38
Lithuania,LTU,05/08/2022,367.38
Luxembourg,LUX,05/08/2022,381.97
Montenegro,MNE,05/08/2022,106.38
Netherlands,NLD,05/08/2022,367.45
North Macedonia,MKD,05/08/2022,104
Norway,NOR,05/08/2022,176.74
Poland,POL,05/08/2022,191.11
Portugal,PRT,05/08/2022,137.02
Romania,ROU,05/08/2022,431.08
Serbia,SRB,05/08/2022,415.14
Slovakia,SVK,05/08/2022,429.41
Slovenia,SVN,05/08/2022,419.42
Spain,ESP,05/08/2022,134.94
Sweden,SWE,05/08/2022,18.19
Switzerland,CHE,05/08/2022,409.09
United Kingdom,GBR,05/08/2022,328.62
Austria,AUT,06/08/2022,302.92
Belgium,BEL,06/08/2022,275.44
Bulgaria,BGR,06/08/2022,341.94
Croatia,HRV,06/08/2022,326.72
Czechia,CZE,06/08/2022,293.45
Denmark,DNK,06/08/2022,235.03
Estonia,EST,06/08/2022,208.89
Finland,FIN,06/08/2022,12.84
France,FRA,06/08/2022,275.48
Germany,DEU,06/08/2022,274.12
Greece,GRC,06/08/2022,357.25
Hungary,HUN,06/08/2022,334.44
Ireland,IRL,06/08/2022,334.95
Italy,ITA,06/08/2022,525.75
Latvia,LVA,06/08/2022,265.66
Lithuania,LTU,06/08/2022,265.66
Luxembourg,LUX,06/08/2022,274.12
Montenegro,MNE,06/08/2022,106.38
Netherlands,NLD,06/08/2022,262.49
North Macedonia,MKD,06/08/2022,104
Norway,NOR,06/08/2022,145.98
Poland,POL,06/08/2022,147.08
Portugal,PRT,06/08/2022,144.38
Romania,ROU,06/08/2022,341.94
Serbia,SRB,06/08/2022,329.11
Slovakia,SVK,06/08/2022,337.36
Slovenia,SVN,06/08/2022,321.66
Spain,ESP,06/08/2022,137.33
Sweden,SWE,06/08/2022,4.55
Switzerland,CHE,06/08/2022,299.31
United Kingdom,GBR,06/08/2022,300.74
Austria,AUT,07/08/2022,254.02
Belgium,BEL,07/08/2022,217.95
Bulgaria,BGR,07/08/2022,215
Croatia,HRV,07/08/2022,219.09
Czechia,CZE,07/08/2022,218.74
Denmark,DNK,07/08/2022,217.88
Estonia,EST,07/08/2022,191.11
Finland,FIN,07/08/2022,48.41
France,FRA,07/08/2022,218.55
Germany,DEU,07/08/2022,245.4
Greece,GRC,07/08/2022,277.67
Hungary,HUN,07/08/2022,219.44
Ireland,IRL,07/08/2022,296.9
Italy,ITA,07/08/2022,458
Latvia,LVA,07/08/2022,232.11
Lithuania,LTU,07/08/2022,232.11
Luxembourg,LUX,07/08/2022,245.4
Montenegro,MNE,07/08/2022,106.38
Netherlands,NLD,07/08/2022,217.1
North Macedonia,MKD,07/08/2022,104
Norway,NOR,07/08/2022,137.6
Poland,POL,07/08/2022,149.04
Portugal,PRT,07/08/2022,144.05
Romania,ROU,07/08/2022,215
Serbia,SRB,07/08/2022,288.95
Slovakia,SVK,07/08/2022,219.2
Slovenia,SVN,07/08/2022,219.61
Spain,ESP,07/08/2022,124.06
Sweden,SWE,07/08/2022,32.22
Switzerland,CHE,07/08/2022,253.48
United Kingdom,GBR,07/08/2022,273.68
Austria,AUT,08/08/2022,380.79
Belgium,BEL,08/08/2022,353.5
Bulgaria,BGR,08/08/2022,351.29
Croatia,HRV,08/08/2022,373.78
